NODE,ISO,NodeType,PricingType,State,County,AvgPrice,MaxPrice,MinPrice,AvgCongestion,MaxCongestion,MinCongestion
BASALT_6_N101,CAISO,NODE,Real Time,CA,Napa,36.147713,22184.98273,-37.0213,-1.493712,308.2437,-239.496297
BASELINE_GNODE1,CAISO,NODE,Real Time,,,30.261705,19774.54716,-19.656975,-3.1015,617.351295,-954.8383
BASILONE_6_N004,CAISO,NODE,Real Time,,,44.958106,22833.39964,-17.988745,6.391283,305.693252,-45.68279
BATAVIA_6_N001,CAISO,NODE,Real Time,CA,Solano,35.504426,21703.51345,-595.030115,-1.76117,140.089475,-813.69078
BATIQTOS_1_N001,CAISO,NODE,Real Time,CA,San Diego,48.065304,22700.17589,-17.924345,9.82596,654.785542,-45.111177
BATIQTOS_1_N008,CAISO,NODE,Real Time,CA,San Diego,48.065278,22700.17589,-17.924345,9.825788,654.785542,-45.111177
BATIQTOS_1_N015,CAISO,NODE,Real Time,CA,San Diego,48.065278,22700.17589,-17.924345,9.825788,654.785542,-45.111177
BATLEMT_LNODE11,CAISO,NODE,Real Time,NV,Lander,40.938579,20990.68583,-440.886507,6.159471,1015.853462,-499.945277
BATLEMT_LNODE12,CAISO,NODE,Real Time,NV,Lander,40.934185,20979.94161,-440.886507,6.159471,1015.853462,-499.945277
BATLEMT_LNODE21,CAISO,NODE,Real Time,NV,Lander,40.189985,20990.68583,-440.886507,5.675918,1015.853462,-499.945277
BATLEMT_LNODE26,CAISO,NODE,Real Time,NV,Lander,40.189987,20990.68583,-440.886507,5.675918,1015.853462,-499.945277
BATLEMT_LNODE55,CAISO,NODE,Real Time,NV,Lander,40.189987,20990.68583,-440.886507,5.675918,1015.853462,-499.945277
BATLEMT_LNODE67,CAISO,NODE,Real Time,NV,Lander,40.174632,20979.94161,-440.907045,5.675918,1015.853462,-499.945277
BAX_LNODEINE,CAISO,NODE,Real Time,AZ,Yavapai,36.776107,21447.11851,-320.305712,1.381639,983.078322,-713.013547
BAYMDWS_1_N001,CAISO,NODE,Real Time,CA,San Mateo,37.530439,23021.21001,-23.418782,-1.234314,133.438632,-245.014647
BAYMDWS_1_N004,CAISO,NODE,Real Time,CA,San Mateo,37.530439,23021.21001,-23.418782,-1.234314,133.438632,-245.014647
BAYMDWS_1_N008,CAISO,NODE,Real Time,CA,San Mateo,37.530439,23021.21001,-23.418782,-1.234314,133.438632,-245.014647
BAYMDWS_1_N012,CAISO,NODE,Real Time,CA,San Mateo,37.530439,23021.21001,-23.418782,-1.234314,133.438632,-245.014647
BAYSHOR1_1_N001,CAISO,NODE,Real Time,CA,San Francisco,37.706163,23060.0125,-23.792182,-1.306292,131.189765,-245.745087
BAYSHOR2_1_N001,CAISO,NODE,Real Time,CA,San Francisco,37.706382,23060.01167,-23.791852,-1.306299,131.189765,-245.745087
BAYWOOD_6_N001,CAISO,NODE,Real Time,CA,San Luis Obispo,38.259408,22430.63087,-18.443652,-0.286312,471.259837,-289.161427
BAZZA_LNODE66,CAISO,NODE,Real Time,NV,Eureka,40.780224,21284.85922,-360.346152,5.749387,1015.853462,-420.40872
BB_LNODE10A,CAISO,NODE,Real Time,AZ,Pinal,35.904455,21494.25194,-319.596772,1.298617,982.950265,-713.013547
BB_LNODE14A,CAISO,NODE,Real Time,AZ,Pinal,35.904455,21494.25194,-319.596772,1.298617,982.950265,-713.013547
BC_LNODER1A,CAISO,NODE,Real Time,AZ,Navajo,36.267633,20537.81329,-349.50387,2.320937,982.629387,-713.013547
BCH_LNODEXF1,CAISO,NODE,Real Time,WA,Whatcom,26.36651,20319.28771,-324.457372,-8.480139,624.252232,-956.967035
BCHIPMIL_6_N001,CAISO,NODE,Real Time,,,37.800278,24632.928,-21.32207,-1.608151,954.520757,-227.35593
BCKSCRK_2_B1,CAISO,NODE,Real Time,CA,Plumas,34.722185,19672.44796,-193.282187,-1.260187,291.540397,-229.563272
BCKSCRK_2_N004,CAISO,NODE,Real Time,,,34.722183,19672.44796,-193.282187,-1.260187,291.540397,-229.563272
BCKSCRK_7_B2,CAISO,NODE,Real Time,,,34.596266,19513.43345,-193.29892,-1.260187,291.540397,-229.563272
BCKSCRK_7_B3,CAISO,NODE,Real Time,,,34.596445,19513.43345,-193.29892,-1.260187,291.540397,-229.563272
BCKSCRK_7_N001,CAISO,NODE,Real Time,,,34.596447,19513.43345,-193.29892,-1.260187,291.540397,-229.563272
BCKSCRK_7_N002,CAISO,NODE,Real Time,,,34.596264,19513.43345,-193.29892,-1.260187,291.540397,-229.563272
BCPLEHI_LNODEPM,CAISO,NODE,Real Time,,,32.657539,21488.44812,-17.610685,-2.404809,616.64794,-954.8383
BCRK1-1_7_B1,CAISO,NODE,Real Time,,,36.687347,18861.27959,-108.13755,1.416139,218.526575,-151.817197
BCRK1-1_7_B3,CAISO,NODE,Real Time,,,36.687347,18861.27959,-108.13755,1.416139,218.526575,-151.817197
BCRK1-2_1_N003,CAISO,NODE,Real Time,CA,Fresno,36.686826,18861.28113,-108.13755,1.416139,218.526575,-151.817197
BCRK1-2_1_N004,CAISO,NODE,Real Time,CA,Fresno,36.686826,18861.28113,-108.13755,1.416139,218.526575,-151.817197
BCRK1-2_7_B1,CAISO,NODE,Real Time,,,36.686826,18861.28113,-108.13755,1.416139,218.526575,-151.817197
BCRK1-2_7_B3,CAISO,NODE,Real Time,,,36.686826,18861.28113,-108.13755,1.416139,218.526575,-151.817197
BCRK2-1_7_B1,CAISO,NODE,Real Time,,,36.682057,18908.5511,-108.13755,1.416037,218.526575,-151.817197
BCRK2-1_7_B3,CAISO,NODE,Real Time,,,36.682057,18908.5511,-108.13755,1.416037,218.526575,-151.817197
BCRK2-2_7_B1,CAISO,NODE,Real Time,,,36.685538,18912.84625,-108.13755,1.416037,218.526575,-151.817197
BCRK2-2_7_B3,CAISO,NODE,Real Time,,,36.685538,18912.84625,-108.13755,1.416037,218.526575,-151.817197
BCRK2-3_7_B1,CAISO,NODE,Real Time,,,36.682871,18910.69531,-108.13755,1.416037,218.526575,-151.817197
BCRK2-3_7_B3,CAISO,NODE,Real Time,,,36.682871,18910.69531,-108.13755,1.416037,218.526575,-151.817197
BCRK3-1_7_B1,CAISO,NODE,Real Time,,,36.75355,19007.42101,-108.13755,1.415935,218.526575,-151.817197
BCRK3-1_7_B3,CAISO,NODE,Real Time,,,36.75355,19007.42101,-108.13755,1.415935,218.526575,-151.817197
BCRK3-2_7_B1,CAISO,NODE,Real Time,,,36.754064,19007.42255,-108.13755,1.415935,218.526575,-151.817197
BCRK3-2_7_B3,CAISO,NODE,Real Time,,,36.754064,19007.42255,-108.13755,1.415935,218.526575,-151.817197
BCRK3-3_7_B1,CAISO,NODE,Real Time,,,36.753928,19007.44714,-108.13755,1.415935,218.526575,-151.817197
BCRK4_7_B1,CAISO,NODE,Real Time,CA,Fresno,36.798526,19063.31864,-108.13755,1.430806,218.526575,-151.817197
BCRK4_7_B3,CAISO,NODE,Real Time,CA,Fresno,36.798526,19063.31864,-108.13755,1.430806,218.526575,-151.817197
BCRK8_7_B1,CAISO,NODE,Real Time,,,36.68942,18923.59301,-108.13755,1.41602,218.526575,-151.817197
BCRK8_7_B3,CAISO,NODE,Real Time,,,36.68942,18923.59301,-108.13755,1.41602,218.526575,-151.817197
BDGRHLL_6_N001,CAISO,NODE,Real Time,,,36.530295,21546.85425,-26.44471,-0.762845,442.792607,-289.161427
BDGRHLL_6_N004,CAISO,NODE,Real Time,,,36.530295,21546.85425,-26.44471,-0.762845,442.792607,-289.161427
BDI_LNODEXF1,CAISO,NODE,Real Time,WA,King,26.269615,20113.17353,-321.776492,-8.487997,624.252232,-956.967035
BDLARKSP_6_N004,CAISO,NODE,Real Time,,,42.351847,22719.50185,-166.680392,4.27417,390.374125,-188.072052
BDLRKSP1_7_B1,CAISO,NODE,Real Time,CA,San Diego,42.234374,22719.50185,-166.680392,4.27417,390.374125,-188.072052
BDLRKSP2_7_B1,CAISO,NODE,Real Time,CA,San Diego,42.241694,22719.50185,-166.680392,4.27417,390.374125,-188.072052
BDO_LNODER1,CAISO,NODE,Real Time,UT,Weber,30.489732,19741.52981,-17.51161,-3.431764,616.64794,-954.8383
BE_LNODER1A,CAISO,NODE,Real Time,AZ,Maricopa,36.283619,21679.0922,-321.211567,1.332154,983.103935,-713.013547
BE_LNODER3A,CAISO,NODE,Real Time,AZ,Maricopa,36.283619,21679.0922,-321.211567,1.332154,983.103935,-713.013547
BEACON_LNODE14,CAISO,NODE,Real Time,OR,Josephine,26.793013,21249.96188,-155,-8.555573,247.754815,-956.966935
BEALE1_6_N001,CAISO,NODE,Real Time,,,36.371064,21488.44827,-184.23634,-0.667646,246.21291,-228.086375
BEALE2_6_N001,CAISO,NODE,Real Time,,,35.36956,20220.45069,-184.307145,-1.245685,246.21291,-228.086375
BEALL_LNODELD,CAISO,NODE,Real Time,OR,Jackson,25.584049,20225.78473,-151.714122,-9.332992,247.754815,-956.966935
BEARCRK_6_N001,CAISO,NODE,Real Time,,,34.038633,18604.5007,-23.308492,-2.069497,116.855607,-223.671697
BEARCRK_6_N010,CAISO,NODE,Real Time,,,34.038633,18604.5007,-23.308492,-2.069497,116.855607,-223.671697
BEARDSLY_7_B1,CAISO,NODE,Real Time,CA,Tuolumne,35.070426,21022.43508,-150.714457,-1.328138,480.338572,-242.807305
BEARRIVE_LNODED1,CAISO,NODE,Real Time,UT,Box Elder,31.744008,20485.1782,-22.750683,-3.56957,616.145542,-954.8383
BEARRIVE_LNODED2,CAISO,NODE,Real Time,UT,Box Elder,31.744008,20485.1782,-22.750683,-3.56957,616.145542,-954.8383
BEARRIVE_LNODEOY,CAISO,NODE,Real Time,UT,Box Elder,31.744008,20485.1782,-22.750683,-3.56957,616.145542,-954.8383
BEARTAP_1_N001,CAISO,NODE,Real Time,CA,Kern,35.640973,21577.33828,-30.91471,-1.658002,311.54138,-295.783445
BEATTY_1_N001,CAISO,NODE,Real Time,NV,Nye,36.774073,21973.94453,-85.254025,-0.519926,187.623827,-109.496117
BEATTY_1_N003,CAISO,NODE,Real Time,NV,Nye,36.774073,21973.94453,-85.254025,-0.519926,187.623827,-109.496117
BEATTY_LNODE18,CAISO,NODE,Real Time,OR,Klamath,25.716616,20113.13635,-152.291107,-9.183254,247.754815,-956.966935
BEEFHOLL_LNODELD,CAISO,NODE,Real Time,UT,Utah,30.343503,19530.9585,-17.49502,-3.372095,616.64794,-954.8383
BEEFHOLL_LNODELD1,CAISO,NODE,Real Time,UT,Utah,30.343503,19530.9585,-17.49502,-3.372095,616.64794,-954.8383
BEKERTP_LNODED1,CAISO,NODE,Real Time,,,29.026445,19741.52034,-30.562656,-4.837199,517.413792,-954.8383
BEL_LNODEXF1,CAISO,NODE,Real Time,WA,King,26.26922,20153.54845,-322.765147,-8.487962,624.252232,-956.967035
BEL_LNODEXF2,CAISO,NODE,Real Time,WA,King,26.26922,20153.54845,-322.765147,-8.487962,624.252232,-956.967035
BELDEN_7_B1,CAISO,NODE,Real Time,CA,Sierra,33.577966,20022.78344,-531.52095,-1.992633,241.519607,-564.813415
BELENPG_GNODELALUZ,CAISO,NODE,Real Time,,,35.055062,20755.25321,-101.828897,-2.729522,12.68001,-212.67645
BELKNAP_LNODE40,CAISO,NODE,Real Time,OR,Jackson,25.627911,20223.65918,-151.706372,-9.334535,247.754815,-956.966935
BELKNAP_LNODE64,CAISO,NODE,Real Time,OR,Jackson,25.627911,20223.65918,-151.706372,-9.334535,247.754815,-956.966935
BELLAGIO_LNODE-1,CAISO,NODE,Real Time,NV,Clark,42.090941,21724.783,-326.71275,6.668481,1015.853462,-343.451197
BELLAGIO_LNODE-2,CAISO,NODE,Real Time,NV,Clark,42.090941,21724.783,-326.71275,6.668481,1015.853462,-343.451197
BELLCRK_LNODE57,CAISO,NODE,Real Time,NV,Eureka,40.729599,21244.05675,-360.346152,5.748741,1015.853462,-420.40872
BELLOTA_2_B1,CAISO,NODE,Real Time,CA,San Joaquin,36.719786,21789.24813,-18.502155,-1.139164,104.730745,-241.703637
BELLPGE_1_N001,CAISO,NODE,Real Time,CA,Placer,36.486126,21119.0604,-243.483572,-1.093418,582.30901,-401.80036
BELLPGE_1_N005,CAISO,NODE,Real Time,CA,Placer,36.486126,21119.0604,-243.483572,-1.093418,582.30901,-401.80036
BELLVUE_1_N001,CAISO,NODE,Real Time,CA,Sonoma,36.813812,22623.49971,-24.627247,-1.239535,774.784612,-239.496297
BELLVUE_1_N003,CAISO,NODE,Real Time,CA,Sonoma,36.813812,22623.49971,-24.627247,-1.239535,774.784612,-239.496297
BELLVUE_1_N005,CAISO,NODE,Real Time,CA,Sonoma,36.813812,22623.49971,-24.627247,-1.239535,774.784612,-239.496297
BELMONT_1_N001,CAISO,NODE,Real Time,CA,San Mateo,37.66788,23240.43938,-23.356955,-1.218933,133.438632,-245.014647
BELMONT_1_N006,CAISO,NODE,Real Time,CA,San Mateo,37.66788,23240.43938,-23.356955,-1.218933,133.438632,-245.014647
BELMONT_1_N008,CAISO,NODE,Real Time,CA,San Mateo,37.66788,23240.43938,-23.356955,-1.218933,133.438632,-245.014647
BELRDGJ_1_B1,CAISO,NODE,Real Time,,,35.221077,21264.14799,-32.42264,-1.606824,311.54138,-294.679775
BELRIDGE_1_N001,CAISO,NODE,Real Time,CA,Kern,35.19332,21206.4253,-32.488362,-1.606824,311.54138,-294.679775
BELTWAY_LNODE-4,CAISO,NODE,Real Time,NV,Clark,41.890497,21625.96183,-325.275665,6.656148,1015.853462,-343.451197
BELVIST_LNODE71,CAISO,NODE,Real Time,NV,Washoe,39.852297,20584.71916,-819.316235,5.379902,1015.853462,-878.683707
BELVIST_LNODE82,CAISO,NODE,Real Time,NV,Washoe,39.750137,20526.6998,-819.53999,5.379902,1015.853462,-878.683707
BELVIST_LNODE83,CAISO,NODE,Real Time,NV,Washoe,39.852217,20584.71916,-819.316235,5.379902,1015.853462,-878.683707
BELVIST_LNODE84,CAISO,NODE,Real Time,NV,Washoe,39.750141,20526.6998,-819.53999,5.379902,1015.853462,-878.683707
BEND_LNODE81,CAISO,NODE,Real Time,OR,Deschutes,25.855004,20446.77814,-153.297122,-9.311624,247.754815,-956.966935
BEND_LNODE95,CAISO,NODE,Real Time,OR,Deschutes,25.855004,20446.77814,-153.297122,-9.311624,247.754815,-956.966935
BEND_LNODELD,CAISO,NODE,Real Time,,,25.934446,20506.27748,-153.831222,-9.311624,247.754815,-956.966935
BEND_NODE1,CAISO,NODE,Real Time,OR,Deschutes,25.934446,20506.27748,-153.831222,-9.311624,247.754815,-956.966935
BEND_NODE2,CAISO,NODE,Real Time,OR,Deschutes,25.934446,20506.27748,-153.831222,-9.311624,247.754815,-956.966935
BEND_NODE3,CAISO,NODE,Real Time,OR,Deschutes,25.934446,20506.27748,-153.831222,-9.311624,247.754815,-956.966935
BENJAMIN_LNODED1,CAISO,NODE,Real Time,UT,Utah,32.19018,21488.44812,-17.610685,-2.404794,616.64794,-954.8383
BEOWAWE_GNODEIT,CAISO,NODE,Real Time,NV,Lander,38.249603,19873.26742,-443.824322,5.675918,1015.853462,-499.945277
BERESFRD_6_N001,CAISO,NODE,Real Time,CA,San Mateo,37.359143,22896.55715,-23.886912,-1.307303,128.939955,-245.745087
BERESFRD_6_N002,CAISO,NODE,Real Time,CA,San Mateo,37.359143,22896.55715,-23.886912,-1.307303,128.939955,-245.745087
BERNARDO_6_N001,CAISO,NODE,Real Time,CA,San Diego,44.573248,22575.56609,-224.285292,6.318284,404.932912,-250.044712
BERNARDO_6_N002,CAISO,NODE,Real Time,CA,San Diego,44.573248,22575.56609,-224.285292,6.318284,404.932912,-250.044712
BERNARDO_6_N009,CAISO,NODE,Real Time,CA,San Diego,44.573248,22575.56609,-224.285292,6.318284,404.932912,-250.044712
BERNARDO_6_N013,CAISO,NODE,Real Time,CA,San Diego,44.573451,22575.56609,-224.285292,6.318405,404.932912,-250.044712
BERNARDO_6_N014,CAISO,NODE,Real Time,CA,San Diego,44.573451,22575.56609,-224.285292,6.318405,404.932912,-250.044712
BERVLLY_6_N001,CAISO,NODE,Real Time,CA,Mariposa,33.833457,20248.81698,-706.541547,-4.297573,1682.67773,-728.25851
BESSGEN_7_N001,CAISO,NODE,Real Time,,,43.84262,22397.16347,-355.684125,5.93324,389.861307,-380.81488
BESSGEN_7_N002,CAISO,NODE,Real Time,,,43.84262,22397.16347,-355.684125,5.93324,389.861307,-380.81488
BESSGEN_7_N003,CAISO,NODE,Real Time,,,43.84262,22397.16347,-355.684125,5.93324,389.861307,-380.81488
BESSGEN_7_N004,CAISO,NODE,Real Time,,,43.84262,22397.16347,-355.684125,5.93324,389.861307,-380.81488
BETZE_LNODE66,CAISO,NODE,Real Time,NV,Eureka,41.455467,21323.53942,-360.14789,6.211121,1015.853462,-420.40872
BF_LNODE10A,CAISO,NODE,Real Time,AZ,Maricopa,36.382373,21872.33673,-321.540435,1.328989,983.005532,-713.013547
BF_LNODE12A,CAISO,NODE,Real Time,AZ,Maricopa,36.382373,21872.33673,-321.540435,1.328989,983.005532,-713.013547
BF_LNODE14A,CAISO,NODE,Real Time,AZ,Maricopa,36.382412,21872.33673,-321.540435,1.328989,983.005532,-713.013547
BF_LNODER1A,CAISO,NODE,Real Time,AZ,Maricopa,36.44032,21904.5694,-321.754012,1.328989,983.005532,-713.013547
BF_LNODER2A,CAISO,NODE,Real Time,AZ,Maricopa,36.440322,21904.5694,-321.754012,1.328989,983.005532,-713.013547
BF_LNODER4A,CAISO,NODE,Real Time,AZ,Maricopa,36.44032,21904.5694,-321.754012,1.328989,983.005532,-713.013547
BF_LNODER5A,CAISO,NODE,Real Time,AZ,Maricopa,36.44032,21904.5694,-321.754012,1.328989,983.005532,-713.013547
BG_LNODEMR1,CAISO,NODE,Real Time,AZ,Maricopa,36.539637,22157.6403,-313.631885,1.284816,983.031145,-713.013547
BGD_GNODEBAG,CAISO,NODE,Real Time,AZ,Yavapai,37.04413,21619.29991,-319.0538,1.510455,983.078322,-713.013547
BGD_LNODER4A,CAISO,NODE,Real Time,AZ,Yavapai,37.04413,21619.29991,-319.0538,1.510455,983.078322,-713.013547
BHL_LNODEXF1,CAISO,NODE,Real Time,WA,Kitsap,26.317777,20196.05682,-323.878505,-8.498015,624.252232,-956.967035
BHS_LNODEXF1,CAISO,NODE,Real Time,WA,Whatcom,26.329118,20342.66341,-324.584937,-8.480236,624.252232,-956.967035
BICENTEN_LNODE-1,CAISO,NODE,Real Time,NV,Clark,41.973081,21668.93608,-325.659165,6.685668,1015.853462,-343.451197
BICENTEN_LNODE-2,CAISO,NODE,Real Time,NV,Clark,41.973081,21668.93608,-325.659165,6.685668,1015.853462,-343.451197
BIG_LNODEXF1,CAISO,NODE,Real Time,WA,Skagit,26.388649,20232.16855,-323.65334,-8.48174,624.252232,-956.967035
BIGBAR_6_N001,CAISO,NODE,Real Time,,,36.189941,22988.68348,-22.060307,-1.906975,525.546485,-227.35593
BIGBASN_6_N001,CAISO,NODE,Real Time,CA,Santa Cruz,36.995734,22451.4986,-38.73753,-1.572888,114.42437,-248.691447
BIGBEND_LNODE-1,CAISO,NODE,Real Time,NV,Clark,42.74775,21610.91364,-324.73631,7.430429,1015.853462,-343.451197
BIGBEND_LNODE-2,CAISO,NODE,Real Time,NV,Clark,42.74775,21610.91364,-324.73631,7.430429,1015.853462,-343.451197
BIGCRK_2_EXESWD-APND,CAISO,NODE,Real Time,,,36.707608,18951.089,-108.13755,1.417813,218.526575,-151.817197
BIGCRK1_2_B1,CAISO,NODE,Real Time,CA,Fresno,36.691735,18865.57783,-108.13755,1.416139,218.526575,-151.817197
BIGCRK1_7_B2,CAISO,NODE,Real Time,,,36.687079,18861.27805,-108.13755,1.416139,218.526575,-151.817197
BIGCRK1_7_N001,CAISO,NODE,Real Time,CA,Fresno,36.687079,18861.27805,-108.13755,1.416139,218.526575,-151.817197
BIGCRK2_2_B1,CAISO,NODE,Real Time,CA,Fresno,36.688742,18914.99818,-108.13755,1.416037,218.526575,-151.817197
BIGCRK3_2_B1,CAISO,NODE,Real Time,CA,Fresno,36.758277,19011.74483,-108.13755,1.415935,218.526575,-151.817197
BIGCRK4_2_B1,CAISO,NODE,Real Time,CA,Madera,36.80225,19067.64246,-108.13755,1.430806,218.526575,-151.817197
BIGCRK8_2_B1,CAISO,NODE,Real Time,CA,Fresno,36.694478,18927.91584,-108.13755,1.41602,218.526575,-151.817197
BIGGS_6_N001,CAISO,NODE,Real Time,,,35.929215,21241.1598,-185.246435,-0.899492,235.004842,-225.148592
BIGLAGN_6_N001,CAISO,NODE,Real Time,,,38.103674,24819.92513,-21.207045,-1.608151,954.520757,-227.35593
BIGMDWS_6_N001,CAISO,NODE,Real Time,CA,Plumas,34.406095,20478.29948,-445.555935,-1.431353,246.281032,-478.633607
BIGRIVR_6_N001,CAISO,NODE,Real Time,CA,Mendocino,38.131014,23017.00736,-169.030515,-1.23631,536.52207,-236.185287
BIGSKGN1_7_N001,CAISO,NODE,Real Time,,,38.354422,21519.26201,-17.028607,1.446015,212.643577,-155.42527
BIGSKGN2_7_N001,CAISO,NODE,Real Time,,,38.328741,21493.62087,-17.012282,1.446015,212.643577,-155.42527
BIGSKGN3_7_N001,CAISO,NODE,Real Time,,,38.353738,21510.74106,-17.088907,1.446015,212.643577,-155.42527
BIGSKGN4_7_N001,CAISO,NODE,Real Time,,,38.330782,21493.54875,-17.01726,1.446015,212.643577,-155.42527
BIGSKGN5_7_N001,CAISO,NODE,Real Time,,,38.468659,21581.21122,-17.262177,1.446015,212.643577,-155.42527
BIGSKGN6_7_N001,CAISO,NODE,Real Time,,,38.468747,21581.21122,-17.262177,1.446015,212.643577,-155.42527
BIGSKGN7_7_N001,CAISO,NODE,Real Time,,,38.468659,21581.21122,-17.262177,1.446015,212.643577,-155.42527
BIGSPRIN_LNODELD1,CAISO,NODE,Real Time,,,25.569433,20057.90758,-152.61199,-9.32126,247.754815,-956.966935
BINGEN_LNODE_2,CAISO,NODE,Real Time,,,25.641534,20155.67217,-152.194045,-9.280911,247.754815,-956.966935
BINGHAM_LNODED1,CAISO,NODE,Real Time,UT,Salt Lake,30.841893,19943.64637,-17.699115,-3.381283,616.64794,-954.8383
BIOLA_6_N001,CAISO,NODE,Real Time,CA,Fresno,37.609187,22468.47247,-334.140527,-2.005308,288.085047,-393.195322
BIOMAS_NODEW,CAISO,NODE,Real Time,OR,Jackson,25.364559,20193.90923,-150.169797,-9.333514,247.754815,-956.966935
BIOMSJCT_6_B1,CAISO,NODE,Real Time,,,36.323594,21523.90548,-170.994582,-1.252859,514.08605,-268.92215
BIOMSJCT_6_GN001,CAISO,NODE,Real Time,,,36.323594,21523.90548,-170.994582,-1.252859,514.08605,-268.92215
BIOPWR_7_N001,CAISO,NODE,Real Time,CA,Fresno,36.309692,21519.5832,-170.994582,-1.252859,514.08605,-268.92215
BISON_GNODERON,CAISO,NODE,Real Time,,,34.314872,19934.43114,-44.947657,-2.217191,10.042855,-155.79521
BITTERCR_LNODELL,CAISO,NODE,Real Time,,,29.002646,19203.96993,-21.275476,-3.495715,615.978077,-954.8383
BIXLER_6_N001,CAISO,NODE,Real Time,CA,San Joaquin,36.304762,22356.81458,-129.208242,-1.644769,116.552157,-241.703637
BJ_LNODE10A,CAISO,NODE,Real Time,AZ,Yuma,36.96238,22254.58154,-330.418307,0.841272,983.54441,-713.013547
BJ_LNODE12A,CAISO,NODE,Real Time,AZ,Yuma,36.96238,22254.58154,-330.418307,0.841272,983.54441,-713.013547
BK_LNODER2A,CAISO,NODE,Real Time,AZ,Maricopa,36.234236,21625.30997,-322.640207,1.332,983.107977,-713.013547
BK_LNODER4A,CAISO,NODE,Real Time,AZ,Maricopa,36.234236,21625.30997,-322.640207,1.332,983.107977,-713.013547
BK_LNODER5A,CAISO,NODE,Real Time,AZ,Maricopa,38.081849,21488.44817,-349.50387,2.894776,983.107977,-713.013547
BKB_LNODEXF1,CAISO,NODE,Real Time,WA,Skagit,26.445243,20270.41775,-324.183935,-8.481726,624.252232,-956.967035
BKBLVDG1_7_GN001,CAISO,NODE,Real Time,,,32.378231,19766.97939,-272.858932,-1.894612,228.72705,-314.292957
BKBLVDG2_7_GN001,CAISO,NODE,Real Time,,,32.37809,19766.97939,-272.858932,-1.894612,228.72705,-314.292957
BKBLVDST_7_GN001,CAISO,NODE,Real Time,,,32.386389,19773.42593,-272.85017,-1.894612,228.72705,-314.292957
BKR111_7_N002,CAISO,NODE,Real Time,,,35.436325,21474.08222,-33.33427,-1.657614,311.54138,-295.783445
BKR111_7_N003,CAISO,NODE,Real Time,,,35.436325,21474.08222,-33.33427,-1.657614,311.54138,-295.783445
BKRSFLD_2_N001,CAISO,NODE,Real Time,CA,Kern,35.427675,21469.78354,-33.374947,-1.657614,311.54138,-295.783445
BKRSFLD_2_N004,CAISO,NODE,Real Time,CA,Kern,45.244982,994.309565,-4.526135,-1.212995,1.05914,-25.777077
BKRSFLD_2_N101,CAISO,NODE,Real Time,CA,Kern,35.364759,21437.52727,-33.801832,-1.65764,311.54138,-295.783445
BLA_LNODEXF1,CAISO,NODE,Real Time,WA,Whatcom,26.390155,20319.28845,-324.491197,-8.480097,624.252232,-956.967035
BLACKHAW_LNODE41,CAISO,NODE,Real Time,UT,Carbon,29.662626,19335.00206,-17.091562,-3.264374,617.08335,-954.8383
BLACKHAW_LNODE67,CAISO,NODE,Real Time,UT,Carbon,29.662626,19335.00206,-17.091562,-3.264374,617.08335,-954.8383
BLACKROC_2_TNODE,CAISO,NODE,Real Time,,,30.402833,19913.91352,-42.96116,-3.087653,617.38479,-954.8383
BLACKROC_LNODED1,CAISO,NODE,Real Time,UT,Millard,30.402833,19913.91352,-42.96116,-3.087653,617.38479,-954.8383
BLACKSFO_LNODE63,CAISO,NODE,Real Time,WY,Sweetwater,29.477918,19390.84279,-21.699546,-3.586242,616.179035,-954.8383
BLACKSFO_LNODE72,CAISO,NODE,Real Time,WY,Sweetwater,29.477918,19390.84279,-21.699546,-3.586242,616.179035,-954.8383
BLACKSFO_LNODEAL,CAISO,NODE,Real Time,WY,Sweetwater,29.477918,19390.84279,-21.699546,-3.586242,616.179035,-954.8383
BLACKWLL_7_N002,CAISO,NODE,Real Time,,,35.616497,21567.62906,-406.286207,-1.54134,442.792607,-425.612182
BLACKWLL_7_N003,CAISO,NODE,Real Time,,,35.616497,21567.62906,-406.286207,-1.54134,442.792607,-425.612182
BLACKWTR_GNODEDC,CAISO,NODE,Real Time,,,35.082279,20729.47081,-100.611877,-2.713127,12.292537,-211.459427
BLALOCK_LNODE50,CAISO,NODE,Real Time,OR,Gilliam,25.83986,20034.5442,-150.762022,-9.019573,247.754815,-956.966935
BLAST_7_N005,CAISO,NODE,Real Time,CA,Riverside,35.981901,21525.57068,-154.924202,-1.017082,214.477692,-180.8045
BLCH38750_7_B1,CAISO,NODE,Real Time,CA,Fresno,37.365295,21746.10346,-54.836482,-0.531741,350.846065,-273.710055
BLCH38751_7_B1,CAISO,NODE,Real Time,CA,Fresno,37.186759,21756.90626,-54.848687,-0.531818,350.846065,-273.710055
BLCKBUTT_7_B1,CAISO,NODE,Real Time,,,34.641307,21084.3552,-29.71344,-1.904456,123.387707,-229.190047
BLDRBCH_LNODE-1,CAISO,NODE,Real Time,NV,Clark,41.622953,21527.10561,-323.171137,6.682918,1015.853462,-343.451197
BLDRSLR_GNODE1,CAISO,NODE,Real Time,,,41.48095,21402.87813,-323.397647,6.727507,1015.853462,-343.451197
BLDRVLY_LNODE67,CAISO,NODE,Real Time,NV,Eureka,40.658625,21218.24239,-360.47774,5.76815,1015.853462,-420.40872
BLG_LNODE1,CAISO,NODE,Real Time,WA,King,26.24441,20134.42275,-321.633465,-8.487217,624.252232,-956.967035
